dimension_id,maker,model,slug,generation,phase,trim,drive,transmission,length_mm,width_mm,height_mm,weight_kg,structural_check,manufacturer_check,checked_fields,findings,in_git_seed,sources,notes
"4461","マツダ","CX-5","cx-5","2代目 (2017-)","現行型","25S L Package","4WD","6AT","4545","1840","1690","1620","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm","照合項目に不一致なし・未照合項目あり得る","あり","https://newsroom.mazda.com/ja/publicity/release/2018/201802/180208aa.pdf","2018年前期の寸法と一致。2025年版は4575×1845×1690。全行の重量・グレード設定が同じ年式とは限らない。"
"4462","マツダ","CX-5","cx-5","2代目 (2017-)","現行型","XD","2WD","6AT","4545","1840","1690","1600","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm","照合項目に不一致なし・未照合項目あり得る","あり","https://newsroom.mazda.com/ja/publicity/release/2018/201802/180208aa.pdf","2018年前期の寸法と一致。2025年版は4575×1845×1690。全行の重量・グレード設定が同じ年式とは限らない。"
"4463","マツダ","CX-5","cx-5","2代目 (2017-)","現行型","XD L Package","2WD","6AT","4545","1840","1690","1620","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm","照合項目に不一致なし・未照合項目あり得る","あり","https://newsroom.mazda.com/ja/publicity/release/2018/201802/180208aa.pdf","2018年前期の寸法と一致。2025年版は4575×1845×1690。全行の重量・グレード設定が同じ年式とは限らない。"
"4464","マツダ","CX-5","cx-5","2代目 (2017-)","現行型","XD L Package","4WD","6AT","4545","1840","1690","1680","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm","照合項目に不一致なし・未照合項目あり得る","あり","https://newsroom.mazda.com/ja/publicity/release/2018/201802/180208aa.pdf","2018年前期の寸法と一致。2025年版は4575×1845×1690。全行の重量・グレード設定が同じ年式とは限らない。"
"4465","マツダ","CX-5","cx-5","2代目 (2017-)","現行型","XD Exclusive Mode","4WD","6AT","4545","1840","1690","1690","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm","照合項目に不一致なし・未照合項目あり得る","あり","https://newsroom.mazda.com/ja/publicity/release/2018/201802/180208aa.pdf","2018年前期の寸法と一致。2025年版は4575×1845×1690。全行の重量・グレード設定が同じ年式とは限らない。"
"4466","マツダ","CX-60","cx-60","初代 (2022-)","現行型","25S S Package","2WD","8AT","4740","1890","1685","1680","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm","照合項目に不一致なし・未照合項目あり得る","あり","https://www.mazda.co.jp/globalassets/assets/cars/cx-60/common/pdf/cx-60_catalog.pdf","2025年10月カタログ。寸法3項目のみ。重量は年式・装備条件が変わるため未確認。"
"4467","マツダ","CX-60","cx-60","初代 (2022-)","現行型","25S L Package","2WD","8AT","4740","1890","1685","1710","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm","照合項目に不一致なし・未照合項目あり得る","あり","https://www.mazda.co.jp/globalassets/assets/cars/cx-60/common/pdf/cx-60_catalog.pdf","2025年10月カタログ。寸法3項目のみ。重量は年式・装備条件が変わるため未確認。"
"4468","マツダ","CX-60","cx-60","初代 (2022-)","現行型","XD S Package","2WD","8AT","4740","1890","1685","1760","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm","照合項目に不一致なし・未照合項目あり得る","あり","https://www.mazda.co.jp/globalassets/assets/cars/cx-60/common/pdf/cx-60_catalog.pdf","2025年10月カタログ。寸法3項目のみ。重量は年式・装備条件が変わるため未確認。"
"4469","マツダ","CX-60","cx-60","初代 (2022-)","現行型","XD L Package","4WD","8AT","4740","1890","1685","1890","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm","照合項目に不一致なし・未照合項目あり得る","あり","https://www.mazda.co.jp/globalassets/assets/cars/cx-60/common/pdf/cx-60_catalog.pdf","2025年10月カタログ。寸法3項目のみ。重量は年式・装備条件が変わるため未確認。"
"4470","マツダ","CX-60","cx-60","初代 (2022-)","現行型","XD-HYBRID Premium Sports","4WD","8AT","4740","1890","1685","1920","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm","照合項目に不一致なし・未照合項目あり得る","あり","https://www.mazda.co.jp/globalassets/assets/cars/cx-60/common/pdf/cx-60_catalog.pdf","2025年10月カタログ。寸法3項目のみ。重量は年式・装備条件が変わるため未確認。"
"4471","マツダ","CX-60","cx-60","初代 (2022-)","現行型","PHEV S Package","4WD","8AT","4740","1890","1685","2010","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm","照合項目に不一致なし・未照合項目あり得る","あり","https://www.mazda.co.jp/globalassets/assets/cars/cx-60/common/pdf/cx-60_catalog.pdf","2025年10月カタログ。寸法3項目のみ。重量は年式・装備条件が変わるため未確認。"
"4472","マツダ","CX-60","cx-60","初代 (2022-)","現行型","PHEV Premium Sports","4WD","8AT","4740","1890","1685","2060","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm","照合項目に不一致なし・未照合項目あり得る","あり","https://www.mazda.co.jp/globalassets/assets/cars/cx-60/common/pdf/cx-60_catalog.pdf","2025年10月カタログ。寸法3項目のみ。重量は年式・装備条件が変わるため未確認。"
"4473","スバル","フォレスター","forester","6代目 (2024-)","現行型","Touring","AWD","CVT","4655","1830","1730","1600","基礎整合性検査済み","資料照合実施（項目限定）","","世代・グレード不整合","あり","https://www.subaru.co.jp/news/2025_04_17_164724/","6代目の日本発売は2025年4月。グレードはSPORT/X-BREAK S:HEV/Premium S:HEV（EXあり）。DBのTouring/Advance/S Limitedと世代の組合せが不整合。現行型の重量1600〜1630kgも公式1640〜1780kgの範囲外。"
"4474","スバル","フォレスター","forester","6代目 (2024-)","現行型","X-BREAK","AWD","CVT","4655","1830","1730","1610","基礎整合性検査済み","資料照合実施（項目限定）","","世代・グレード不整合","あり","https://www.subaru.co.jp/news/2025_04_17_164724/","6代目の日本発売は2025年4月。グレードはSPORT/X-BREAK S:HEV/Premium S:HEV（EXあり）。DBのTouring/Advance/S Limitedと世代の組合せが不整合。現行型の重量1600〜1630kgも公式1640〜1780kgの範囲外。"
"4475","スバル","フォレスター","forester","6代目 (2024-)","現行型","Advance","AWD","CVT","4655","1830","1730","1620","基礎整合性検査済み","資料照合実施（項目限定）","","世代・グレード不整合","あり","https://www.subaru.co.jp/news/2025_04_17_164724/","6代目の日本発売は2025年4月。グレードはSPORT/X-BREAK S:HEV/Premium S:HEV（EXあり）。DBのTouring/Advance/S Limitedと世代の組合せが不整合。現行型の重量1600〜1630kgも公式1640〜1780kgの範囲外。"
"4476","スバル","フォレスター","forester","6代目 (2024-)","現行型","S Limited","AWD","CVT","4655","1830","1730","1630","基礎整合性検査済み","資料照合実施（項目限定）","","世代・グレード不整合","あり","https://www.subaru.co.jp/news/2025_04_17_164724/","6代目の日本発売は2025年4月。グレードはSPORT/X-BREAK S:HEV/Premium S:HEV（EXあり）。DBのTouring/Advance/S Limitedと世代の組合せが不整合。現行型の重量1600〜1630kgも公式1640〜1780kgの範囲外。"
"4477","スバル","フォレスター","forester","5代目 SK (2018-2024)","前期型","Touring","AWD","CVT","4640","1815","1715","1570","基礎整合性検査済み","未照合","","未判定","あり","",""
"4478","スバル","フォレスター","forester","5代目 SK (2018-2024)","前期型","X-BREAK","AWD","CVT","4640","1815","1715","1580","基礎整合性検査済み","未照合","","未判定","あり","",""
"4479","スバル","フォレスター","forester","5代目 SK (2018-2024)","前期型","Advance e-BOXER","AWD","CVT","4640","1815","1715","1640","基礎整合性検査済み","未照合","","未判定","あり","",""
"4480","スバル","フォレスター","forester","5代目 SK (2018-2024)","前期型","Sport","AWD","CVT","4640","1815","1715","1570","基礎整合性検査済み","未照合","","未判定","あり","",""
"4481","スバル","フォレスター","forester","5代目 SK (2018-2024)","前期型","STI Sport","AWD","CVT","4640","1815","1715","1580","基礎整合性検査済み","未照合","","未判定","あり","",""
"4482","レクサス","RX","rx","5代目 (2022-)","現行型","RX350","2WD","8AT","4890","1920","1705","1870","基礎整合性検査済み","未照合","","未判定","あり","",""
"4483","レクサス","RX","rx","5代目 (2022-)","現行型","RX350","AWD","8AT","4890","1920","1705","1950","基礎整合性検査済み","未照合","","未判定","あり","",""
"4484","レクサス","RX","rx","5代目 (2022-)","現行型","RX350 version L","2WD","8AT","4890","1920","1705","1870","基礎整合性検査済み","未照合","","未判定","あり","",""
"4485","レクサス","RX","rx","5代目 (2022-)","現行型","RX350h","AWD","CVT","4890","1920","1700","2010","基礎整合性検査済み","未照合","","未判定","あり","",""
"4486","レクサス","RX","rx","5代目 (2022-)","現行型","RX350h version L","AWD","CVT","4890","1920","1700","2010","基礎整合性検査済み","未照合","","未判定","あり","",""
"4487","レクサス","RX","rx","5代目 (2022-)","現行型","RX450h+ PHEV","AWD","CVT","4890","1920","1700","2160","基礎整合性検査済み","未照合","","未判定","あり","",""
"4488","レクサス","RX","rx","5代目 (2022-)","現行型","RX500h F SPORT Performance","AWD","6AT","4890","1920","1700","2100","基礎整合性検査済み","未照合","","未判定","あり","",""
"4489","レクサス","RX","rx","4代目 (2015-2022)","前期型","RX300","2WD","6AT","4890","1895","1710","1890","基礎整合性検査済み","未照合","","未判定","あり","",""
"4490","レクサス","RX","rx","4代目 (2015-2022)","前期型","RX300","AWD","6AT","4890","1895","1710","1940","基礎整合性検査済み","未照合","","未判定","あり","",""
"4491","レクサス","RX","rx","4代目 (2015-2022)","前期型","RX450h","2WD","CVT","4890","1895","1710","2010","基礎整合性検査済み","未照合","","未判定","あり","",""
"4492","レクサス","RX","rx","4代目 (2015-2022)","前期型","RX450h","AWD","CVT","4890","1895","1710","2100","基礎整合性検査済み","未照合","","未判定","あり","",""
"4493","レクサス","NX","nx","2代目 (2021-)","現行型","NX250","2WD","8AT","4660","1865","1660","1620","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm / 車両重量kg","照合項目に不一致なし・未照合項目あり得る","あり","https://cpo.lexus.jp/resource/pdf/nx_202110.pdf","2021年10月標準装備、NX350はF SPORT。NX350は18インチ選択時1760kgでも登録1740kgとは一致しない。"
"4494","レクサス","NX","nx","2代目 (2021-)","現行型","NX250","AWD","8AT","4660","1865","1660","1680","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm / 車両重量kg","照合項目に不一致なし・未照合項目あり得る","あり","https://cpo.lexus.jp/resource/pdf/nx_202110.pdf","2021年10月標準装備、NX350はF SPORT。NX350は18インチ選択時1760kgでも登録1740kgとは一致しない。"
"4495","レクサス","NX","nx","2代目 (2021-)","現行型","NX350h","2WD","CVT","4660","1865","1660","1720","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm / 車両重量kg","誤り確認","あり","https://cpo.lexus.jp/resource/pdf/nx_202110.pdf","2021年10月標準装備、NX350はF SPORT。NX350は18インチ選択時1760kgでも登録1740kgとは一致しない。"
"4496","レクサス","NX","nx","2代目 (2021-)","現行型","NX350h","AWD","CVT","4660","1865","1660","1790","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm / 車両重量kg","照合項目に不一致なし・未照合項目あり得る","あり","https://cpo.lexus.jp/resource/pdf/nx_202110.pdf","2021年10月標準装備、NX350はF SPORT。NX350は18インチ選択時1760kgでも登録1740kgとは一致しない。"
"4497","レクサス","NX","nx","2代目 (2021-)","現行型","NX350","AWD","8AT","4660","1865","1660","1740","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm / 車両重量kg","誤り確認","あり","https://cpo.lexus.jp/resource/pdf/nx_202110.pdf","2021年10月標準装備、NX350はF SPORT。NX350は18インチ選択時1760kgでも登録1740kgとは一致しない。"
"4498","レクサス","NX","nx","2代目 (2021-)","現行型","NX450h+ PHEV","AWD","CVT","4660","1865","1660","1990","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm","条件注記不足","あり","https://cpo.lexus.jp/resource/pdf/nx_202110.pdf","NX450h+の1990kgは18インチ選択時の値。標準20インチは2010kg。装備条件を明示する必要あり。"
"4499","レクサス","NX","nx","初代 (2014-2021)","前期型","NX300","2WD","6AT","4640","1845","1645","1710","基礎整合性検査済み","未照合","","未判定","あり","",""
"4500","レクサス","NX","nx","初代 (2014-2021)","前期型","NX300","AWD","6AT","4640","1845","1645","1770","基礎整合性検査済み","未照合","","未判定","あり","",""
"4501","レクサス","NX","nx","初代 (2014-2021)","前期型","NX300h","2WD","CVT","4640","1845","1645","1780","基礎整合性検査済み","未照合","","未判定","あり","",""
"4502","BMW","X3","x3","G45 (2024-)","現行型","xDrive20d","AWD","8AT","4755","1920","1660","1965","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm / 車両重量kg","誤り確認","あり","https://www.bmw.co.jp/content/dam/bmw/marketJP/bmw_co_jp/pdf/all-models/X/X3/X3_EPL_202504V1.pdf","日本仕様20d xDrive M Sportの標準1930kg（サンルーフ1950kg）。DBは旧称xDrive20d。グレード名も整理が必要。"
"4503","BMW","X3","x3","G45 (2024-)","現行型","xDrive30e PHEV","AWD","8AT","4755","1920","1660","2195","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm","仕様特定必要","あり","https://www.bmw.co.jp/content/dam/bmw/marketJP/bmw_co_jp/pdf/all-models/X/X3/X3_EPL_202504V1.pdf","寸法のみ照合。30eの日本仕様・導入年は別途確認が必要。 | 登録G45 xDrive30e PHEVは参照した日本向け価格・諸元表に掲載なし。世界向けグレードと日本仕様の区別を確認。不存在と断定せず、日本での対象仕様特定待ち。"
"4504","BMW","X3","x3","G01 (2017-2024)","前期型","xDrive20d","AWD","8AT","4720","1890","1675","1850","基礎整合性検査済み","未照合","","未判定","あり","",""
"4505","BMW","X3","x3","G01 (2017-2024)","前期型","xDrive20i","AWD","8AT","4720","1890","1675","1770","基礎整合性検査済み","未照合","","未判定","あり","",""
"4506","BMW","X3","x3","G01 (2017-2024)","前期型","M40d","AWD","8AT","4720","1890","1675","1950","基礎整合性検査済み","未照合","","未判定","あり","",""
"4507","BMW","X3","x3","G01 (2017-2024)","前期型","xDrive30e PHEV","AWD","8AT","4720","1890","1675","2040","基礎整合性検査済み","未照合","","未判定","あり","",""
"4508","BMW","3シリーズ","3-series","G20 (2019-)","現行型","318i","2WD","8AT","4715","1825","1440","1480","基礎整合性検査済み","未照合","","未判定","あり","",""
"4509","BMW","3シリーズ","3-series","G20 (2019-)","現行型","320i","2WD","8AT","4715","1825","1440","1520","基礎整合性検査済み","未照合","","未判定","あり","",""
"4510","BMW","3シリーズ","3-series","G20 (2019-)","現行型","320d xDrive","AWD","8AT","4715","1825","1440","1680","基礎整合性検査済み","未照合","","未判定","あり","",""
"4511","BMW","3シリーズ","3-series","G20 (2019-)","現行型","330i","2WD","8AT","4715","1825","1440","1580","基礎整合性検査済み","未照合","","未判定","あり","",""
"4512","BMW","3シリーズ","3-series","G20 (2019-)","現行型","M340i xDrive","AWD","8AT","4715","1825","1440","1740","基礎整合性検査済み","未照合","","未判定","あり","",""
"4513","メルセデス・ベンツ","GLC","glc","X254 (2022-)","現行型","GLC200d 4MATIC","AWD","9AT","4720","1890","1640","1930","基礎整合性検査済み","未照合","","未判定","あり","",""
"4514","メルセデス・ベンツ","GLC","glc","X254 (2022-)","現行型","GLC220d 4MATIC","AWD","9AT","4720","1890","1640","1950","基礎整合性検査済み","未照合","","未判定","あり","",""
"4515","メルセデス・ベンツ","GLC","glc","X254 (2022-)","現行型","GLC300 4MATIC","AWD","9AT","4720","1890","1640","1880","基礎整合性検査済み","未照合","","未判定","あり","",""
"4516","メルセデス・ベンツ","GLC","glc","X254 (2022-)","現行型","GLC350e 4MATIC PHEV","AWD","9AT","4720","1890","1640","2170","基礎整合性検査済み","未照合","","未判定","あり","",""
"4517","メルセデス・ベンツ","GLC","glc","X253 (2016-2022)","前期型","GLC200","2WD","9AT","4670","1890","1645","1760","基礎整合性検査済み","未照合","","未判定","あり","",""
"4518","メルセデス・ベンツ","GLC","glc","X253 (2016-2022)","前期型","GLC220d 4MATIC","AWD","9AT","4670","1890","1645","1860","基礎整合性検査済み","未照合","","未判定","あり","",""
"4519","メルセデス・ベンツ","GLC","glc","X253 (2016-2022)","前期型","GLC300 4MATIC","AWD","9AT","4670","1890","1645","1820","基礎整合性検査済み","未照合","","未判定","あり","",""
"4520","アウディ","Q5","q5","FY (2017-)","現行型","40 TDI quattro","AWD","7AT","4680","1900","1665","1920","基礎整合性検査済み","未照合","","未判定","あり","",""
"4521","アウディ","Q5","q5","FY (2017-)","現行型","45 TFSI quattro","AWD","7AT","4680","1900","1665","1870","基礎整合性検査済み","未照合","","未判定","あり","",""
"4522","アウディ","Q5","q5","FY (2017-)","現行型","55 TFSI e quattro PHEV","AWD","7AT","4680","1900","1665","2110","基礎整合性検査済み","未照合","","未判定","あり","",""
"4523","アウディ","Q5","q5","FY (2017-)","現行型","SQ5 3.0 TFSI quattro","AWD","8AT","4680","1900","1665","1960","基礎整合性検査済み","未照合","","未判定","あり","",""
"4524","ボルボ","XC60","xc60","2代目 (2017-)","現行型","B5 AWD Momentum","AWD","8AT","4710","1900","1660","1890","基礎整合性検査済み","未照合","","未判定","あり","",""
"4525","ボルボ","XC60","xc60","2代目 (2017-)","現行型","B5 AWD Inscription","AWD","8AT","4710","1900","1660","1910","基礎整合性検査済み","未照合","","未判定","あり","",""
"4526","ボルボ","XC60","xc60","2代目 (2017-)","現行型","T8 Recharge PHEV","AWD","8AT","4710","1900","1660","2150","基礎整合性検査済み","未照合","","未判定","あり","",""
"4527","ボルボ","XC60","xc60","2代目 (2017-)","現行型","Ultimate B5","AWD","8AT","4710","1900","1660","1920","基礎整合性検査済み","未照合","","未判定","あり","",""
"4528","トヨタ","ヴェルファイア","vellfire","40系 (2023-)","現行型","Z Premier 2.4L ターボ","2WD","8AT","4995","1850","1945","2180","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm / 車両重量kg","照合項目に不一致なし・未照合項目あり得る","あり","https://toyota.jp/pages/contents/carlineup/archive/vellfire/2023-06/pdf/vellfire_main_s_202306_202411.pdf","2023年標準19インチ。17インチ仕様は全高1935mm、装備により重量差あり。"
"4529","トヨタ","ヴェルファイア","vellfire","40系 (2023-)","現行型","Z Premier 2.4L ターボ","4WD","8AT","4995","1850","1945","2240","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm / 車両重量kg","照合項目に不一致なし・未照合項目あり得る","あり","https://toyota.jp/pages/contents/carlineup/archive/vellfire/2023-06/pdf/vellfire_main_s_202306_202411.pdf","2023年標準19インチ。17インチ仕様は全高1935mm、装備により重量差あり。"
"4530","トヨタ","ヴェルファイア","vellfire","40系 (2023-)","現行型","Executive Lounge 2.5L HV","2WD","CVT","4995","1850","1945","2250","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm / 車両重量kg","照合項目に不一致なし・未照合項目あり得る","あり","https://toyota.jp/pages/contents/carlineup/archive/vellfire/2023-06/pdf/vellfire_main_s_202306_202411.pdf","2023年標準19インチ。17インチ仕様は全高1935mm、装備により重量差あり。"
"4531","トヨタ","ヴェルファイア","vellfire","40系 (2023-)","現行型","Executive Lounge 2.5L HV","4WD","CVT","4995","1850","1945","2310","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm / 車両重量kg","照合項目に不一致なし・未照合項目あり得る","あり","https://toyota.jp/pages/contents/carlineup/archive/vellfire/2023-06/pdf/vellfire_main_s_202306_202411.pdf","2023年標準19インチ。17インチ仕様は全高1935mm、装備により重量差あり。"
"4532","トヨタ","ヴェルファイア","vellfire","30系後期 (2018-2022)","前期型","2.5Z Gエディション","2WD","CVT","4935","1850","1935","2010","基礎整合性検査済み","未照合","","未判定","あり","",""
"4533","トヨタ","ヴェルファイア","vellfire","30系後期 (2018-2022)","前期型","3.5Z G","4WD","8AT","4935","1850","1950","2150","基礎整合性検査済み","未照合","","未判定","あり","",""
"4534","トヨタ","ヴェルファイア","vellfire","30系後期 (2018-2022)","前期型","HV ZR Gエディション","4WD","CVT","4935","1850","1950","2190","基礎整合性検査済み","未照合","","未判定","あり","",""
"4535","トヨタ","ノア","noah","90系 (2022-)","現行型","S-Z 2.0L","2WD","CVT","4695","1730","1895","1640","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm / 車両重量kg","照合項目に不一致なし・未照合項目あり得る","あり","https://toyota.jp/pages/contents/carlineup/archive/noah/2022-01/pdf/noah_main_s_202201_202504.pdf","2022年1月～2025年4月仕様。S-Z HV 2WDの重量は装備条件が未特定のため未照合。"
"4536","トヨタ","ノア","noah","90系 (2022-)","現行型","X 2.0L","2WD","CVT","4695","1730","1895","1600","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm / 車両重量kg","照合項目に不一致なし・未照合項目あり得る","あり","https://toyota.jp/pages/contents/carlineup/archive/noah/2022-01/pdf/noah_main_s_202201_202504.pdf","2022年1月～2025年4月仕様。S-Z HV 2WDの重量は装備条件が未特定のため未照合。"
"4537","トヨタ","ノア","noah","90系 (2022-)","現行型","S-Z 2.0L","4WD","CVT","4695","1730","1925","1700","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm / 車両重量kg","照合項目に不一致なし・未照合項目あり得る","あり","https://toyota.jp/pages/contents/carlineup/archive/noah/2022-01/pdf/noah_main_s_202201_202504.pdf","2022年1月～2025年4月仕様。S-Z HV 2WDの重量は装備条件が未特定のため未照合。"
"4538","トヨタ","ノア","noah","90系 (2022-)","現行型","S-Z HV","2WD","CVT","4695","1730","1895","1690","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm","照合項目に不一致なし・未照合項目あり得る","あり","https://toyota.jp/pages/contents/carlineup/archive/noah/2022-01/pdf/noah_main_s_202201_202504.pdf","2022年1月～2025年4月仕様。S-Z HV 2WDの重量は装備条件が未特定のため未照合。"
"4539","トヨタ","ノア","noah","90系 (2022-)","現行型","S-Z HV","4WD","CVT","4695","1730","1925","1710","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm / 車両重量kg","照合項目に不一致なし・未照合項目あり得る","あり","https://toyota.jp/pages/contents/carlineup/archive/noah/2022-01/pdf/noah_main_s_202201_202504.pdf","2022年1月～2025年4月仕様。S-Z HV 2WDの重量は装備条件が未特定のため未照合。"
"4540","トヨタ","シエンタ","sienta","3代目 (2022-)","現行型","X 1.5L","2WD","CVT","4260","1695","1695","1270","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm","照合項目に不一致なし・未照合項目あり得る","あり","https://toyota.jp/pages/contents/sienta/003_p_001/pdf/sienta_spec_202608.pdf","寸法3項目のみ。年式・5/7人乗り条件未特定のため重量は未照合。"
"4541","トヨタ","シエンタ","sienta","3代目 (2022-)","現行型","Z 1.5L","2WD","CVT","4260","1695","1695","1300","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm","照合項目に不一致なし・未照合項目あり得る","あり","https://toyota.jp/pages/contents/sienta/003_p_001/pdf/sienta_spec_202608.pdf","寸法3項目のみ。年式・5/7人乗り条件未特定のため重量は未照合。"
"4542","トヨタ","シエンタ","sienta","3代目 (2022-)","現行型","Z HV","2WD","CVT","4260","1695","1695","1370","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm","照合項目に不一致なし・未照合項目あり得る","あり","https://toyota.jp/pages/contents/sienta/003_p_001/pdf/sienta_spec_202608.pdf","寸法3項目のみ。年式・5/7人乗り条件未特定のため重量は未照合。"
"4543","トヨタ","シエンタ","sienta","3代目 (2022-)","現行型","G HV","4WD","CVT","4260","1695","1715","1410","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm","照合項目に不一致なし・未照合項目あり得る","あり","https://toyota.jp/pages/contents/sienta/003_p_001/pdf/sienta_spec_202608.pdf","寸法3項目のみ。年式・5/7人乗り条件未特定のため重量は未照合。"
"4544","トヨタ","クラウン セダン","crown-sedan","16代目 (2023-)","現行型","Z 2.5L マルチステージHV","2WD","CVT","5030","1890","1475","2020","基礎整合性検査済み","未照合","","未判定","あり","",""
"4545","トヨタ","クラウン スポーツ","crown-sport","初代 (2023-)","現行型","Z 2.5L HV","4WD","CVT","4720","1880","1565","1810","基礎整合性検査済み","未照合","","未判定","あり","",""
"4546","トヨタ","クラウン スポーツ","crown-sport","初代 (2023-)","現行型","RS 2.5L PHEV","4WD","CVT","4720","1880","1570","2030","基礎整合性検査済み","未照合","","未判定","あり","",""
"4547","トヨタ","クラウン クロスオーバー","crown-crossover","初代 (2022-)","現行型","X 2.5L HV","4WD","CVT","4930","1840","1540","1750","基礎整合性検査済み","未照合","","未判定","あり","",""
"4548","トヨタ","クラウン クロスオーバー","crown-crossover","初代 (2022-)","現行型","G Advanced Leather Package 2.5L HV","4WD","CVT","4930","1840","1540","1790","基礎整合性検査済み","未照合","","未判定","あり","",""
"4549","トヨタ","クラウン クロスオーバー","crown-crossover","初代 (2022-)","現行型","RS 2.4L ターボHV","4WD","6AT","4930","1840","1540","1920","基礎整合性検査済み","未照合","","未判定","あり","",""
"4550","トヨタ","bZ4X","bz4x","初代 (2022-)","現行型","Z","2WD","1AT(EV)","4690","1860","1650","1880","基礎整合性検査済み","未照合","","未判定","あり","",""
"4551","トヨタ","bZ4X","bz4x","初代 (2022-)","現行型","Z","4WD","1AT(EV)","4690","1860","1650","1990","基礎整合性検査済み","未照合","","未判定","あり","",""
"4552","トヨタ","ランドクルーザー250","land-cruiser-250","250系 (2024-)","現行型","GX 2.8L ディーゼルターボ","4WD","8AT","4925","1940","1925","2320","基礎整合性検査済み","未照合","","未判定","あり","",""
"4553","トヨタ","ランドクルーザー250","land-cruiser-250","250系 (2024-)","現行型","VX 2.8L ディーゼルターボ","4WD","8AT","4925","1980","1925","2380","基礎整合性検査済み","未照合","","未判定","あり","",""
"4554","トヨタ","ランドクルーザー250","land-cruiser-250","250系 (2024-)","現行型","ZX 2.8L ディーゼルターボ","4WD","8AT","4925","1980","1935","2410","基礎整合性検査済み","未照合","","未判定","あり","",""
"4555","トヨタ","ランドクルーザープラド","land-cruiser-prado","150系後期 (2017-2024)","前期型","TX 2.7L ガソリン","4WD","6AT","4825","1885","1850","2050","基礎整合性検査済み","未照合","","未判定","あり","",""
"4556","トヨタ","ランドクルーザープラド","land-cruiser-prado","150系後期 (2017-2024)","前期型","TX 2.8L ディーゼルターボ","4WD","6AT","4825","1885","1850","2220","基礎整合性検査済み","未照合","","未判定","あり","",""
"4557","トヨタ","ランドクルーザープラド","land-cruiser-prado","150系後期 (2017-2024)","前期型","TZ-G 2.8L ディーゼルターボ","4WD","6AT","4825","1885","1835","2330","基礎整合性検査済み","未照合","","未判定","あり","",""
"4558","レクサス","UX","ux","初代 (2018-)","現行型","UX300h","2WD","CVT","4495","1840","1540","1510","基礎整合性検査済み","未照合","","未判定","あり","",""
"4559","レクサス","UX","ux","初代 (2018-)","現行型","UX300h","4WD","CVT","4495","1840","1540","1610","基礎整合性検査済み","未照合","","未判定","あり","",""
"4560","レクサス","UX","ux","初代 (2018-)","現行型","UX300h F SPORT","2WD","CVT","4500","1840","1540","1540","基礎整合性検査済み","未照合","","未判定","あり","",""
"4561","レクサス","LX","lx","600 (2022-)","現行型","LX600","4WD","10AT","5100","1990","1885","2590","基礎整合性検査済み","未照合","","未判定","あり","",""
